tweet id,"label (0:misinformation, 1: counter-misinformation, 2: irrelevant)"
1238288071050706944,0
1243032337924972546,0
1236722713424801798,0
1231359858894606336,0
1248464260646068224,0
1235329367313702914,0
1224966508004200448,0
1242478018968330240,0
1237872339687104513,0
1254042876629008384,0
1260653924953935872,0
1232936172072161282,0
1247226146170843136,0
1236076649377984512,0
1238665521194659840,0
1238916568375078914,0
1255930044704337920,0
1237847875079385097,0
1253759113277829120,0
1243852020697661440,0
1252111667443511301,0
1239974483839995905,0
1232651358962102273,0
1235615112406487042,0
1246905486869397510,0
1238634305393438720,0
1235613920402051072,0
1241046852331601920,0
1238511228156346369,0
1237821775234256896,0
1237268443113512960,0
1240019710793715714,0
1238178118185213952,0
1238076379167477760,0
1244653831805218818,0
1239636522128650243,0
1233874442486460417,0
1233580028962709504,0
1244569272057290752,0
1225504566776561664,0
1235948901070487552,0
1238686094369214465,0
1238198491106758657,0
1237953608370524162,0
1237549623561994240,0
1247017015283314688,0
1257159325866287105,0
1238543168976674818,0
1254555628652998658,0
1236837322387337217,0
1237846731754074118,0
1238634285604749312,0
1243819673306771456,0
1243147647298482178,0
1238343061308137472,0
1261750036808912896,0
1240369663600664578,0
1238537901929123841,0
1235807129401012224,0
1238942456936304640,0
1256019523439742978,0
1244987557672300555,0
1238071716972290058,0
1253390078732382214,0
1240159073674448897,0
1239354039382487043,0
1254538309453312004,0
1237413650689921026,0
1238141957232353281,0
1235410742683279360,0
1238525883843035137,0
1246111232995684353,0
1238657693474263040,0
1257660807292301312,0
1237403640098406401,0
1235040778172284928,0
1253554776387665920,0
1238266332115636224,0
1237945863550402561,0
1246702777700622337,0
1252020605194469377,0
1237424943052324864,0
1235382611855527936,0
1249771247224926209,0
1241480208022007809,0
1240705016333246465,0
1237212133265494017,0
1238273571153051648,0
1238872963790843905,0
1242197453568241664,0
1241476663814148096,0
1236317313441267712,0
1240655726164488193,0
1237828022272757760,0
1234418913007542273,0
1237222639527055361,0
1253599940695097344,0
1238140227581022209,0
1239137463827742720,0
1222213809223426049,0
1244307778291859457,0
1236881538165473280,0
1253305298951045120,0
1236406892462833666,0
1239409728578519041,0
1238126618125746177,0
1224847868822872068,0
1237958633247387648,0
1253569800523198464,0
1241146157088346112,0
1241207235121803264,0
1254033067557167104,0
1243561994357100545,0
1238814002962214914,0
1235022792027860992,0
1247079411997970432,0
1238147794235355137,0
1240022136397406208,0
1238146908708843520,0
1237773817419837441,0
1240147045798883328,0
1239970635188547589,0
1236756481237823488,0
1233779763925286912,0
1235461417089691648,0
1233053239345467397,0
1238096778714636290,0
1257359651731111936,0
1246807962850639873,0
1253716278264713219,0
1240397814192103424,0
1243919772791775240,0
1238581293014757379,0
1241697073134788611,0
1238585559544737793,0
1237944565077700608,0
1247184763749691393,0
1242637573836718081,0
1237829397916389376,0
1240180800852803584,0
1238198444956803072,0
1245302084494229505,0
1238142100140470272,0
1236829210657927168,0
1237259245634060288,0
1246163184714645505,0
1244724156371013639,0
1245169286118866945,0
1233949419390849024,0
1237890422510243841,0
1235745273181138947,0
1250991185583316993,0
1237886246132711427,0
1239707222889938944,0
1238342719740641280,0
1237803763898998784,0
1237876744599646208,0
1253807524618387461,0
1243383849100312578,0
1243326350481657856,0
1241260274549694464,0
1247498700336902144,0
1222901127450021888,0
1238490404586172419,0
1257274842929340417,0
1235390958151360518,0
1226162911275438080,0
1238621704580222979,0
1235744104526442496,0
1238206143345971200,0
1236022436249862149,0
1244415790520119296,0
1238348200890646530,0
1239088438411816961,0
1252216803717152769,0
1234926537742397440,0
1239084294850699267,0
1231762234860134401,0
1241477815746195456,0
1243712893461221377,0
1237154866281295872,0
1222214958185877505,0
1237097703219363842,0
1237727770911715329,0
1222852408369434624,0
1239178834131501057,0
1247185039017705472,0
1242614607820271616,0
1247400948038803456,0
1222613348069433345,0
1238861426891997190,0
1241667163490004997,0
1232616608180383745,0
1221473147972542464,0
1250228887209926656,0
1236404687101779968,0
1240546323100766208,0
1242250885041917953,0
1261081818247368705,0
1261082180350025734,0
1238483032237113344,0
1252976019054657538,0
1238258269484756992,0
1239959094393331712,0
1239502027618738176,0
1242173141092159488,0
1240115908389081090,0
1234532373221576704,0
1241374349153783809,0
1239571055435345927,0
1238055796006506497,0
1242344214136053761,0
1241782933410758658,0
1239360557339176960,0
1241663619147988994,0
1243378995556540416,0
1222991372900163585,0
1238851040558137347,0
1243199385556615168,0
1254041002479845377,0
1240990990426443777,0
1242906901240741891,0
1252743149228683264,0
1240951371626696704,0
1236079316443836422,0
1242116691074506754,0
1255353028376436737,0
1243173840970084352,0
1238192233981059073,0
1238209505789272064,0
1239731808729792512,0
1249739798404710400,0
1239924107396947972,0
1240283777013895172,0
1241182193659121669,0
1235820620568387585,0
1238511017480552448,0
1220970094315982849,0
1260663763163918339,0
1243481819271610368,0
1238273627671474183,0
1234352759731671040,0
1255112496509341698,0
1248526964887031808,0
1243664174317801473,0
1233156507480489987,0
